types,tones,undertones,age,periode,content,buy,recommend,likes
dry, light, neutral,19 - 24,1 week - 1 month,beli ini karena ikutan trend  waktu itu lagi nyari hydrating toner yang affordable dan mudah dicari di drugstore  dan karena ini produk jepang juga  kemasannya botol flip top yang kokoh  jadi nggak akan takut bocor meski dibawa bawa juga  teskturnya bening seperti air  tapi agak lebih kental  pas diapply dia mudah meresap juga  aromanya nggak bisa didefinisikan  tapi kupastikan itu bukan pengaruh dari fragrance ya  setelah pakai beberapa kali  aku nggak ngeliat perubahan apapun  mungkin pakainya nggak rutin juga kali ya  untung aku belinya yang ukuran paling mungil dulu  jadi pas nggak diterusin pakenya nggak begitu rugi amat ,shopee,recommends this product,0
combination, medium light, warm,19 - 24,3 months - 6 months,hydrating toner yang sangat melembabkan  gak ada fragrance dan alkohol   sangat gentle untuk kulit sensitif pun oke banget  sudah berkali kalo repurchase  harganya sangat terjangkau untuk ukuran 100ml  suka banget sama toner nya hadalabo,shopee,recommends this product,0
combination, medium light, warm,19 - 24,3 months - 6 months,bagus banget  buat yang punya kulit kering dan kombinasi cocok banget   bisa melembabkan dan bikin glowing dalam semalam aja kalo diaku  teksturnya watery dan ga ninggalin residu di muka  packagingnya dari plastik gitu so aman bgt kalo dibawa kemana2  recommended ,guardian,recommends this product,3
combination, medium, cool,19 - 24,more than 1 year,udah repurchase ini 4x  karena memang sebagus itu  apalagi kalau punya kulit kombinasi kayak aku  teksturnya cair jadi ga bikin muka berminyak sama sekali malahan mukanya jadi glowing banget kayak artis korea  recommended ,shopee,recommends this product,0
combination, light, neutral,19 - 24,1 month - 3 months,sebenernya produk ini bagus harganya affdorable banget kandungannya juga aman banget cuma d kulit aku malah bikin jerawat kecil2 gitu huhuhu    awal2 pake semingguan d muka jd glowing  sehat tapi lama2 jd bruntusan  aku pake ini tiap bruntusan stop ,dan+dan,recommends this product,0
combination, medium, neutral,18 and under,3 months - 6 months,my very first toner dan ga pernah ganti2 setelah itu  sampe udah rephurcase ke 3 kali nya dan selalu nyetok  si toner ini bener bener ngelembabin banget  kulit wajah jd kenyal dan elastis  and the price is so affordable well done hada labo  3   ,shopee,recommends this product,0
combination, medium, neutral,18 and under,1 month - 3 months,my firstt hydrating toner  sengaja nyoba yang mini sizenya buat ngobatin rasa penasaran ku haha                 teksturnya tuh watery soo cepet meresapnya  untuk wanginya hampir ga ada  dia super duper ngelembabin jadi make 1 2 tetes di aku yg oily uda cukup bgt  harganya affordable  tapi sekarang lumayan susah di cari di offline store  ga tau kenapa kebanyakan dikit aja malah bikin bruntusannn jadi sekarang aku uda jarang makenya paling pas kulit emang lagi kering ajaa padahal free alcohol  fragrance sama pewarna jugaaaa  sayang bgt         overal good  worth to buy  ,shopee,recommends this product,13
combination, medium light, neutral,18 and under,6 months - 1 year,udah abis 1 botol udah repurchase lagi  this is my super duper favorite hydrating toner       teksturnya nggak secair toner biasanya  dia agak kentel dikitt jadi agak seperti essence  hidrasinya super banget  apalagi kalo dipake csm jadi segerr seru     ku beli dgn harga 40rb an  dgn hidrasi se oke ini menurutku affordable  bisa dipake berbulan   juga    oiya mending dipake pas muka masih dlm keadaan basah gitu abis cumuk  gausah di elap pake tisu langsung timpa aja karna hyaluronic acid mengunci air jadi lebih oke kerjanya pas kulit masih basah  sumber  dr  ziee   repurchase  of course    ,whatsapp,recommends this product,2
dry, medium, warm,30 - 34,1 month - 3 months,bener bener hydrating toner sih  dia abis dioles rasanya lembab dan kek berasa ada minyaknya gitu  jadi di wajah rasanya nggak kering  trus juga nggak ada bau yang aneh aneh  karena ribet ya punya kulit sensitif tuh  kalo pemakaian pake kapas  dia cepet kering meresap gitu  tp kalo diapply langsung  berasa lama nyerapnya ,shopee,recommends this product,0
combination, medium dark, warm,30 - 34,1 month - 3 months,udah ngabisin 2 kecil  sekarang udah beli yang gede  skin type aku normal to oily area tzone  toner ini serba pas  pas lembabnya  pas dikantong       kayanya ga ada efek lain selain melembabkan  baunya juga hampir ga ada  bakalan pake ini terus kalo belum bosen,shopee,recommends this product,0
combination, light, warm,25 - 29,more than 1 year,the best hydrating toner yang murah meriah  ngelembabin banget dan cepet nyerapnya  kulitku yg biasa ngelupas kalo kering auto ilang dan lembab lagi cuma sekali pemakaian  udah bertahun2 pake ini masih repurchase terus  the best lah pokoknya buat yg kulitnya kering,shopee,recommends this product,0
combination, medium light, cool,19 - 24,1 month - 3 months,ini hydrating banget  waktu itu kulitku sempet kering yang sampe ngelotok gitu  tapi setelah pake ini jadi jauh lebih lembab  tapi lembabnya ga bikin minyakan gitu  terus yang bikin makin happy itu  harganya ga mahal  cinta bgt pokoknya     ,shopee,recommends this product,0
combination, light, cool,18 and under,1 week - 1 month,hydrating toner murah awet gatau gila cakep banget skinkernya jepun tuh the best banget menurut guaaa bukan over review si emang bagus aja dikulit gua gabikin kusam ato gmn   bikin glow juga tapi agak sedikit lengket sih tapi overall gw cinta banget makenya pun gaperlu banyak   bagi gua yg punya kulit combi cukup diperbanyak diarea pipi doang ,shopee,recommends this product,1
oily, medium light, neutral,25 - 29,3 months - 6 months,hdrating bangettt ini toner  udah repurchase 3 kali  sementara belum pengen pindah ke lain hati  karens sejauh ini gak bikin onar di wajahku hehe  teksturnya cair kayak air dan gak ada bau aneh2  tuang dikit tap tap ratain  udah deh nyerapnya cepet jg,shopee,recommends this product,1
combination, medium light, warm,19 - 24,more than 1 year,gangerti kenapa ini bagusssss banget aku suka banget pokoknya       kulit aku kan kadang kering banget gitu kan  nah pas dikasih ini jadi lebih lembab gitu enak pokoknya      trs juga cepet nyerap ke kulit pokoknya termantulll aku selalu repurchase ini,aeon,recommends this product,0
dry, medium, neutral,19 - 24,1 week - 1 month,pliss ini bagus banget di akuuu  awalnya aku lagi coba produk yang bagus untuk melembabkan karna keadaan kulitku lagi keringg bangeetttt dan kata orang2 ini bagus akhirnya aku coba dan emang sebagussss ituuuu    dgn harga yg mursidahhhh ini bagus banger jyujyurr  gaperlu cari toner yg mahal2 karna ini aja udh bagus banget huhuuuu,shopee,recommends this product,0
dry, medium light, warm,25 - 29,1 week - 1 month,kalian harus cobain guys  buat kulitku yg super duper kering  toner ini ampuh banget buat bikin lembab kulit aku  no alcohol   no parfume  aku kira juga cocok untuk yg kulitnya sensitif  toner ini aku pake pagi sebelum kerja  dan malam sebelum tidur  biasanya setelah pake toner step selanjutnya aku kasi pelembab juga dari hada labo yg gokyujun series ,traditional market,recommends this product,0
oily, medium light, neutral,25 - 29,1 week - 1 month,teksturnya lumayan watery tapi ada kentel nya dikit  aku pake 2 sampai 3 layer supaya lembab  aku pake di am dan pm skincare routine  produk ini no alcohol  no fragrance dan no added colorant  produk iki termasuk gentle skincare,shopee,recommends this product,2
combination, light, cool,18 and under,less than 1 week,ini bagus bangetttt mana murmer juga gatau lagi deh ini bagus dan murah klo kalian lagi cari toner yang bagus sm murmer ini juga ngelembapin banget  alcohol free  fragrance free  pokoknya rekomen banget,shopee,recommends this product,0
oily, medium light, warm,19 - 24,1 month - 3 months,pake yang tipe ini selama beberapa bulan  hydrating sih buat kulitku yang combination  abis pake ini kulit jadi supple glowing gituu  harganya terjangkau jadi pasti repurchase  cuma dia offline sering sold out  jadi kmrn agak susah carinya ,guardian,recommends this product,0
combination, medium, warm,19 - 24,6 months - 1 year,awalnya aku pakai yang strip hijau karena skin type aku lebih ke oily  nah  waktu check out aku kurang teliti karena ternyata itu yang strip orange  sempat takut kalau terlalu oily  tapi ternyata engga malah jadi lebih lembab dan enak  soalnya yang aku rasain semakin lama wajahku ngga se oily dulu  jadi  cocok cocok aja sama yang strip orange ini ,shopee,recommends this product,2
dry, medium, warm,19 - 24,more than 1 year,udah make product ini lumayan lama  repurchase 3x  dan ga ganti2 karena harganya yang murah dan hasilnya sesuai claim  berasa banget perbedaannya kalo gapake product ini karena kulit aku tipe yang kering bgt sampe bertekstur gitu kalo misalnya muka gadipakein apa2  biasanya aku apply product ini setelah cuci muka  aku pakein jadi hydrating toner,guardian,recommends this product,0
combination, medium light, warm,25 - 29,less than 1 week,menurutku ini ccok di pake buat remaja2 gitu soalnya ak dulu pernah pakai ini seri ini lengkap  melembabkan wajah  jadi glowing tapi gak membuat wajah cerah sih  biasa aja cuma glowing gitu  dan karena botolnya bisa di buka saya penasaran kan  trus saya buka dan dalamnya itu ada lalat atau binatang kecil kecil pokoknya iiih langsung jijik     aku buang deh,hypermart,doesnt recommend this product,0
combination, light, neutral,19 - 24,6 months - 1 year,kalau kalian cari hydrating toner dengan harga affordable  kalian harus coba ini  teksturnya agam sedikit kental tapi gampang di spread ke wajah  pakai beberapa tetes aja udah hydrate kulit banget  sesuai namanya sih  dia kandungan utamanya ha jadi ga heran kalo dia melembapkan kulit  cuma untuk absorb ke kulit dia agak butuh waktu dibanding hydra toner lain yang pernah aku coba dan pakai ,aeon,recommends this product,1
oily, medium light, neutral,19 - 24,1 week - 1 month,cocok suka banget walaupun kulit berminyak tetap harus pake pelembab yaaaaaa suka banget coock sama yang murah murah gini mana aku mahasiswi rantau lagi jadi harus bisa ngatus keuangan                                                                                                                                                                            ,shopee,recommends this product,0
combination, medium light, neutral,18 and under,1 month - 3 months,toner sejuta umat          toner yang super gentle karena dia ga mengandung fragrance  colorant  dan alcohol  efeknya melembabkan  aku pake 2 layer aja udah super lembab  cocok banget buat kulit dry yang mau pake skincare gentle ,tokopedia,recommends this product,18
oily, medium, neutral,19 - 24,1 month - 3 months,bagusss banget dan gentle juga  di kulit aku yg oily dan acne prone ini sama sekali dia ga bikin ulah  nge moist nya enak parah dan bikin kulit jadi sehat  terus ini juga bagus banget buat perbaikin skin barrier dan aman bgt walaupun lagi breakout  tapi penamaan dan kemasannya buat aku agak kurang nyaman sih  harus mastiin berkali kali kalo ini yg dipake buat moisturizernya ,shopee,recommends this product,0
normal, light, neutral,19 - 24,1 month - 3 months,jujur enak banget sih  ngelembab in banget  tapi aku pake biasanya 3 layer di mukaku yg kombinasi  soalnya kaya lebih puas gitu lembabnya  awet juga aku pakenya  soalnya langsung pake tangan  ga di kapas  nggak lengket  teksturnya kaya air dan bening  rekomen sih  tapi aku masih pengen coba2 nyari hydrating toner yg melembabkan banget  kalo pemula wajib banget cobain ini sih  ga neko2 bahannya  ga bikin bruntusan bo juga ,shopee,recommends this product,4
combination, medium light, warm,25 - 29,more than 1 year,ini enak sih bisa menghidrasi kulit sampe kulit tuh aluuus banget gak ngerasa greasy krn dia teksturnya kayak air   super love  berhubung kulit aku combi jd butuh yg ngehidrasi tp gak berat ini solusi banget sih  repurchase  iya banget ini udh botol yg keberapa entah     ,guardian,recommends this product,0
oily, medium, neutral,19 - 24,1 month - 3 months,ini bagussss banget sih parah                jujur lebih suka toner yg kaya ngga air aja gituloh wkwk lebih thick gitu kali yaa ddan toner ini cocok diaku  bikin muka lembab banget walopun cuma 3 tetes doangggg  mau repurchase lagi tapi mau abisin hydrating toner yg brand npur  dulu ,shopee,recommends this product,2
combination, medium dark, neutral,18 and under,more than 1 year,jadi waktu itu aku bruntusan parah dan merah merah   dan waktu itu awal awal mau nyoba skincare aku ngeliat hada labo dan yaa aku tertarik buat beli dan aku kira itu pelembab eh ternyata toner      aku gaada expect tapiiii aku baru sadar setelah 6bulan pemakaian bruntusan aku gaadaa   merah merah juga gaada bonus glowing pulakk,tip top,recommends this product,0
dry, medium, neutral,18 and under,1 week - 1 month,ahh aku kira dia beneran bisa nolongin muka aku yang lagi kering karena di klaim untuk kulit dry to normal eh ternyata ga sama sekali dia bkin lembab tapi pas di diemin kelama lamaan malah jadi kering dong aaaa akhirnya aku tidak ingin beli lagi dan masih ada di rumah dan ga kepake jadinya,shopee,doesnt recommend this product,0
combination, medium light, warm,25 - 29,3 months - 6 months,so far dia toner yang bener bener fungsinya ngelembabin gitu lhoh  gak ada efek lainnya slain lembab  aku suka karna di kulit aku yg sensitif ini dia gak bikin breakout  gentle skincare beeebbb  tanpa alcohol dan fragrance  you must try deh yang pngen back to gentle,shopee,recommends this product,0
normal, medium, neutral,19 - 24,3 months - 6 months,my fav toner  ini bagus banget  bener2 bikin lembab  halus dan kenyal  gada wanginya sama sekali  teksturnya sedikit kentel  dan licin  ini jadi toner andalan aku banget  cuma sayangnya urutan parabennya di tengah2  di urutan ke 5  cmiiw   but overall this is my fav toner  harga murah banget  isinya banyak  dan hasilnya nyata banget  semua produk hada labo seri gokujyun moist yang pernah aku pake bagus banget asli ,shopee,recommends this product,0
oily, medium, neutral,19 - 24,more than 1 year,awal nyoba karena pada bilang bagus di tiktok salah beli buat muka kering padahal mukaku oily but diaku work malah bagus bgt muka agak cerahan dan aku tertarik bgt karena alcohol dan parfume free jd gentle buat kulit tp akhirnya aku ganti jd strip ijo,shopee,recommends this product,1
normal, medium light, neutral,19 - 24,1 month - 3 months,coba ini karena udah lama pengen beli setelah liat review di female daily yang bilang kalo produk ini bagus  pas aku coba efek yang paling berasanya sih dia bikin lembab tapi cuma sebatas lembab doang yg aku rasain dan karena aku butuh produk yg bisa buat melembabkan   mencerahkan juga jadi aku jarang pake inii  kalo emang lagi kering bgt baru pakee,shopee,recommends this product,0
dry, medium, neutral,19 - 24,3 months - 6 months,ini hydrating toner pertama akuu  suka bangett      gaada kandungan alkohol dan fragrance nya  gak bikin jerawatan ato bruntusan di aku  awal2 bikin muka aku cerahan  tapi setelah pemakaian sebulan efek cerahnya udah gaada lagii  untuk melembapkan nya ada dan harga nya murce banget di kantong bunn  repurchase  pastii,shopee,recommends this product,0
combination, medium, neutral,19 - 24,3 months - 6 months,hydrating lotion ter dabestt awalnya pake yang ijo tapi entah rasanya kurang nampol karena baru ngeh kulit gw lebih ke combi dry  seperti biasa dari hada labo ini bahannya simple  dan non alcohol so it works great for my skin  d,guardian,recommends this product,2
combination, medium dark, warm,19 - 24,6 months - 1 year,udah repurchase produk ini lebih dari dua kali dan i absolutely love this  cocok utk kulit kombinasi yang butuh hidrasi tapi ga sebanyak kulit kering  sempet nyoba yang strip pink tapi jatuhnya malah berminyak dan akhirnya aku bo beruntusan  tapi kalau yg ini efek menghidrasi moisturizingnya cukup dan pas banget ,transmart,recommends this product,0
combination, medium light, neutral,25 - 29,more than 1 year,awalnya pakai yang strip hijau  terus coba coba pakai yang strip oren  ini tuh agak lebih berminyak dari yang strip hijau  kalau yang strip hijau aku biasanya layering sampai beberapa kali  kalau yang oren ini kadang aku layar 2 kali dan kadang aku gak layer karena hasilnya lebih berminyak  kalau disuruh milih aku lebih suka pakai yang hijau  tapi ini aku tetap pakai sampai habis 1 botol dan alhamdulillah gak bikin muka bo,fd try and review,recommends this product,0
oily, medium, cool,30 - 34,6 months - 1 year,pakai ini seperti ada pelembabnya sedikit  untuk kulit oily acne ini aman asal pakainya sesuai takaran aja  3 tetes bisa untuk 1 muka  tidak menimbulkan jerawat atau sesuatu yang bikin breakout di muka,guardian,recommends this product,0
combination, medium, warm,19 - 24,1 week - 1 month,aku pakai produk ini selama kurang lebih 3 minggu  alhamdulillah cocok  aku termasuk kulit yang dikategorikan sensitif  dan ini aman untuk dipakai pada kulit yg sensitif karna kandungannya non alcohol  untuk efeknya sih menurutku masih biasa aja  bikin lembab tapi yang gak bikin muka jadi berminyak banget  ini salah satu yg bikin aku suka   sangat rekomended    ,shopee,recommends this product,10
combination, medium dark, warm,25 - 29,more than 1 year,favorittttt sihh  aku pakai ini karena rekomendasi dari temen  karena tipe kulit wajahku yang kering  pemakaian pertama langsung sukaaa  menghidrasi bangett  dan sampai skrg masih pakee  aku pakai sbg tonerrr   ,shopee,recommends this product,0
combination, medium light, neutral,19 - 24,1 week - 1 month,jadi awalnya beli ini karena aku salah beli  mau beli yg moisturizernya eh malah beli tonernya krn kupikir lotion itu pelembab  tapi untungnya cocok di kulit aku yg combinasi  dan ga bikin beruntusan yg penting pakenya jgn banyak2 krn ini super moist bgt kentel gitu tonernya,shopee,recommends this product,0
combination, medium, warm,19 - 24,more than 1 year,well    ini skincare pokok ku yg kalo dilewatin ibaratnya kaya makan gapake nasi  udah setahunan pakai ini dan ga ada complain sih  it does its job well  melembabkan dan ngejaga tekstur kulit aku lebih moist  tapi kalo memang lagi kering kulitku  meskipun oily  pake ini doang sebagai the only moisturizer agent mah gacukup,shopee,recommends this product,0
combination, dark, warm,19 - 24,6 months - 1 year,ini cocoknya dipake barengan sama face wash nya  biar kulit stay hydrated  dan bikin muka seger banget  di aku si cocok cocok aja  enak juga dipakenya  cepet ngeresap ke kulit  efeknya cuma bikin lembab aja di mukaku  kalo expect buat bikin mencegah jerawat juga ga begitu  soalnya tetep ada aja jerawat yang muncul 1 2  mungkin hormonal ya karena mau haid ,watson,recommends this product,0
combination, medium, neutral,19 - 24,1 month - 3 months,bisa bisanya telat banget nyobain ini karna perkara maju mundur wkwkwk  se oke gitu loh woi  apalagi kalo abis pake claymask yang setelah itu kulit auto kering ini penyelamat bngt  gk ada gangguan apapun selama make ini entah itu aroma dll  semoga hadalabo ngeluarin uk yg lebih gede  untuk saat ini bakalan repurchase terus ,shopee,recommends this product,1
dry, medium, warm,19 - 24,3 months - 6 months,dulu aku biasa pakai yg strip ijo muda buat oily skin  trus karna sekarang kulitku udah berubah jadi normal dan tiap hari kerja di tempat ber ac  aku coba yg strip orange ini untuk mencegah dehidrasi  untuk teksturnya  strip orange ini lebih kental dari strip hijau muda walau sama sama seperti air  sekali pakai aku cukup menuangkan 4 tetes aja walaupun bentuk tutup botolnya lebar  ditepuk tepuk aja  1 menit udah meresap dan auto lembab  kalau pagi aku langsung pakai sunscreen  malamnya aku juga langsung pakai moisturizer  sleeping mask  bisa bgt kalo mau dipakai csm  murah dan bikin glowing     ,sami laris cosmetics,recommends this product,1
dry, medium, warm,25 - 29,1 week - 1 month,banyak banget yang rekomendasiin produk ini  sampe bikin ekspetasi jadi tinggi  tapi ternyata buat kulit aku  produk ini kurang nampol  hidrasinya kurang  malah bikin kulit kering ku makin jadi kering  karena emang segangaruh itu dikulit bebal ini huhu  teksturnya juga aku kurang suka  susah nyerepnyaaa  juga semenjak pake ini gatau kenapa serum yang aku pake juga jadi kurang bekerja maksimal dari sebelumnya ,shopee,doesnt recommend this product,3
combination, medium dark, neutral,19 - 24,1 week - 1 month,super duper enak bangeetttt  aku dulu pusing banget nyari toner yang cocok di aku  segala macem dah di coba  dulu ragu mau cobain ini karena ga yakin soalnya klaimnya bagus2 banget tapi harganya juga murah banget   tapi akhirnya jadi cobain dan aku bener2 fall in love karena bikin muka cerah  lembab dan halus banget      ,shopee,recommends this product,0
oily, medium, neutral,19 - 24,1 week - 1 month,produk bagus harga lumayan murmer dengan kualitas sebagus ini tekstur nya oke  mudah meresap komposisinya oke ga neko neko sih di pake juga nyaman enak bau baunya juga oke  segi kemasan juga bagus  cocok buat semua jenis kulit      ,shopee,recommends this product,1
combination, light, cool,18 and under,1 month - 3 months,gk neko neko  ingredientsnya simple dan cocok banget di kulitku yang normal  waktu breakout dia bantu ngempesin jerawat dan hidrasinya mantull  teksturnya agak kental  gaada wanginya  repurchase  pastinya  murah bund    ,shopee,recommends this product,0
oily, medium, warm,25 - 29,more than 1 year,teksturnya pas  cepat ngeresep  tapi tetep nampol bikin kulit lembab  berasa kulit minum air kalo pakenya setelah cuci muka  ga bikin minyakan juga  heran  pas aja gitu  aman banget buat sensitive   acne prone skin ,shopee,recommends this product,0
normal, medium dark, warm,18 and under,6 months - 1 year,aku susah banget nemu hydrating toner yang cocok  sampe akhirnya aku coba coba beli ini tanpa ekspetasi apa apa  and suprisingly toner ini buat muka aku lembab banget  sampe kadang aku skip moisturizer  produk ini juga aku biasanya make dikit dikit  jadi aweet bangett  sejauh di aku belum ada efek buruk sih buat muka aku  pokoknya aku secinta itu sama toner inii     ,shopee,recommends this product,0
combination, medium light, neutral,19 - 24,more than 1 year,pernah pakai ini dimuka jujur saja tidak cocok  besoknya pasti nimbulin bruntusan apalagi dijiday  jadi aku pakainya kebadan termasuk bagian leher yang amat sangat kering aku sebenarnya tidak tau itu eczema atau bukan tapi setelah aku aplikasikan priduk ini dibagian kering tersebut hasilnya bikin kulit ku halus dalam berhari hari kalau kering kembali aku aplikasikan lagi  jadinya ku rekomended untuk badan sih kalau tidak cocok dimuka  poker face ,hero,recommends this product,0
combination, medium, cool,18 and under,1 month - 3 months,awal nya sih coba coba       abis pake toner ini muka aku jadi lebih halus lembut terhidrasi gitu  sejauh ini toner hadalabo yang ini yang paling cocok buat kulit aku yang kombinasi dan berjerawat  repurchase  yess,tokopedia,recommends this product,0
combination, light, neutral,19 - 24,6 months - 1 year,enaaak bikin lembab dan bikin make up nempel  tapi lembabnya gak bertahan lama dan turns out its got my skin into kilang minyaaak in the end of the day  kayanya inj cocok banget buat kulit yang skintypenya dry  untuk yang oily bisa pake ini tapi kayanya dikit2 ajaa,watson,recommends this product,0
oily, medium dark, neutral,25 - 29,1 week - 1 month,setelah lihat reviewnya bagus bagus dan berekspetasi tinggi  aku coba pake dan kaget karena kayak ada kandungan oilnya  dipake malem sm serum nicinamide andalanku besoknya muncul beruntus dan dipake pake wajah jadi kalang minyak padahal belum juga siang  jadi aku stop dan balik pake np re,shopee,doesnt recommend this product,1
normal, medium, warm,19 - 24,more than 1 year,what should i say about this product  i am speechless  ini produk murah tapi tidak murahan  sebagai hydrating toner  hadalabo strip orange ini sangat memberikan efek hydrate and moisture in the same time pada wajahku yang complicated ini  aku sudah habis botol ke 3  teksturnya yang cair juga mudah diserap oleh kulit  fyi varian ini sudah masuk dalam kategori langka karena udah sold out dimana mana ,shopee,recommends this product,0
normal, medium, neutral,19 - 24,less than 1 week,bagusnya gak ada bau nyengat  cuma gak terlalu ngerasa lembab yg gimana bgt sih pas pagi hari krn baru 2x pakai dan sayangnya teksurnya cair sebening air kayak essence toner  mungkin akan lbg cocok utk yg lg nyari pelembab super ringan ,giant,recommends this product,0
combination, medium light, neutral,19 - 24,more than 1 year,kalo ditanya skincare andalan ya emang hada labo ini  aku suka bangettt sama hydrating toner hada labo  efek melembabkannya dapet banget  aku ngerasa kulitku jauh lebih sehat setelah pakai ini  selain bikin lembab  dia ngebuat kulit aku jauh lebih plumpy dan halus  bruntusan pun bisa terbantu sama si hada labo orange ini  ingredientsnya juga gak macem2 dan menurutku aman untuk yang punya kulit sensitive  gak bikin kulit jadi berminyak  cepet nyerep ke kulit  dan yang aku suka dia gaada wanginya  aku udah repurchase berkali2 dan ga niat pindah sebelum menemukan yang sebagus ini    ,shopee,recommends this product,11
dry, medium dark, warm,19 - 24,1 month - 3 months,akhirnya dapet moisturizing yang okee banget  bener bener ketika dipake dan setelahnya berasa efeknya        gasalah banget research dulu sebelum get the product that can you use  dibanding harus waste money tapi kurang memuaskan signifikan dampaknya      bener harus repurchase dan kemasannya ga makan banyak tempat so its easy to take it everywhere     ,shopee,recommends this product,0
combination, medium dark, neutral,18 and under,3 months - 6 months,aslinya salah beli  ngga nyangka bakal klop banget di aku  cukup melembabkan walaupun pas pertama pakai aku agak kaget karna dia sedikit lengket  ternyata hydrating toner umumnya memang agak lengket dan kental   aku pakai 3 atau 4 tetes dan 2 layer  buat dipakai setelah exfo toner juga bagus karna ada kandungan hyaluronic acid di dalamnya  repurchase  yes ,shopee,recommends this product,0
dry, medium, neutral,25 - 29,1 week - 1 month,beli ini tuh karena lagi iritasi  perih banget pake toner merk lain  bahkan yang klaim no alkohol  saat aku baca baca dengan keadaan kulit kering   iritasi rekomendasi nya hydrating toner dan masyaallah cocok  gak pedih  walaupun agak aneh di awal kerasa lengket gitu  aku ngerasa wajah jadi kinclong kebangetan klo make ini haha tapi setelah meresap lembab kok  enak  untuk kulit kering di aku bakalan jadi produk yang gak boleh di skip ,shopee,recommends this product,2
dry, medium, warm,19 - 24,1 month - 3 months,ini adalah toner pertama yg aku pake dan jujur aja ini produk bagus pake banget buat kalian yg wajahnya kering  aku pake biasanya 3 tetes 2 layer   tapi kalo muka kalian kering banget   lebih bagus tambah lagi layernya  ini aku dah pake lebih dari 3 bulan dan awet banget  gk habis habis wkwkwkw  repurchase  tentu ajaa  ,rejeki cosmetic,recommends this product,0
dry, medium, neutral,19 - 24,6 months - 1 year,ini toner yang aku punya pertama kali  direkomendasiin sama kaka  dan sangat ampuh buat melembabkan kulit aku yang kering bgtttt  udah beli botol yang kesekian dan ga diraguin lg buat efek melembabkannya  harganya juga murah  cuma agak susah dicari  tp cinta pake bgt pokonyaaaa sama produk inii   ,shopee,recommends this product,0
oily, medium light, warm,19 - 24,more than 1 year,pertama kali nyoba pas zaman zaman masuk kuliah yg kering meronta ronta  terus nyoba meski awalan bau nya aga rada aneh gitu karna ga biasa  tp pas udah pake lama sumpah ini enak bgt ga paham bikin lembab di muka bikin kenyel kenyel  harga nya juga cocok bgt buat pemula skin care ala mahasiswa pas pasan macem aku,watson,recommends this product,0
combination, light, warm,19 - 24,1 week - 1 month,eh ini toner bagus banget ga boong     setelah perjalanan panjangku mencari toner yg murah tapi bagus  akhirnya nyoba juga hada labo yang seri ini  muka ku yang tadinya kering dan tiba2 oily  pas pake ini jd kayak lembab tapi ga oily gitu  yg tadinya oily semua jadi tbtb sisa agak minyakan di t zone ajaaa,shopee,recommends this product,0
dry, medium dark, warm,19 - 24,more than 1 year,hydrating toner yang selalu aku pakai dari jaman sma  toner ini membantu kulit mukaku menjadi lebih lembap  rasanya ringan dan gampang menyerap  teksturnya lebih ke watery gitu dan warnanya bening  baunya nggak menyengat malah hampir nggak ada baunya ,shopee,recommends this product,2
combination, medium light, warm,19 - 24,more than 1 year,buaagusss bangeett buat jd hydrating toner        pakaii beberapa tetess aja udh lembab bangeet buatt ak yg combination skin  affordable jugaa hehe 1 botol bs untuk pemakaian 2 bulan lebihh  gatauu deh udh abisin berapa banyak botol hadalabo ini   ,shopee,recommends this product,0
oily, medium light, cool,19 - 24,6 months - 1 year,untuk kulitku yang sensian produk ini nggak jahat kok ke kulit  bikin jerawat kalem  iya  nggak yang gimana gimana ke kulit  benar benar untuk melembabkan  oh ya rasanya juga enak water based gitu  belum repurchased sih  tapi nggak nyesel habisin satu botol ini tanpa breakout purging sama sekali ,shopee,recommends this product,0
oily, medium, cool,19 - 24,3 months - 6 months,hydrating toner ke 2 setelah hada labo goku yg strip ijo  setelah dipakai ga ada bedanya sih  sama aja  sama sama ngelembapin dan bikin kulit kenyal gt  aku pakenya ditetesin ke tangan trs ditepok2 ke muka  cukup awet dan harga affordable  teksturnya cair bening kayak air putih  packaging simple dan ga makan tempat ,shopee,recommends this product,0
combination, light, neutral,19 - 24,1 week - 1 month,ga heran sih kenapa toner ini bisa ngehits banget karna emang beneran baguss  i love how it hydrates my skin  kulit aku oily combination tapi dia ga bikin makin berminyak dan setelah pake ini skincare2 setelahnya jadi lebih enak gitu ngeresapnya  harganya affordable banget dan gampang dicari  repurchase  of course,jelita,recommends this product,1
dry, medium dark, neutral,18 and under,3 months - 6 months,bagus banget  kulit aku kering  dan udah pake ini cukup lama dan suka banget karena produk nya mudah menyerap no alkohol dan buat muka aku lembab ringan di wajah buat muka aku ga kering lagi harganya murah lagi wajib banget beli buat yang kulit nya kering ,official brand store,recommends this product,0
oily, medium light, warm,18 and under,more than 1 year,ini adalah toner yg pertama kali aku belajar dan kenal skincare  dan sampe sekarang pun masih aku pakek  kandungan dia gak macem macem dia hanya bisa ngelembapin dan bener bener ngelembapin muka aku banget  di kulit muka ku yg berminyak  dia gk bikin mukaku tambah berminyak malahan dia bikin mukaku lembab dan ternutrisi bgt pokonya sesuka itu      harganya juga murah bgtt,lazada,recommends this product,0
